Description: ,Daily Precipitation (Prec) in milimeter (mm),,,,,,
Station:,Punta Gorda ,,,,,,
Latitude:,16.1333,,,,,,
Longitude:,-88.85,,,,,,
2023,9,1,0.0,1300018,7,,
2023,9,2,46.2,1300018,7,,
2023,9,3,14.3,1300018,7,,
2023,9,4,0.0,1300018,7,,
2023,9,5,7.5,1300018,7,,
2023,9,6,0.0,1300018,7,,
2023,9,7,0.0,1300018,7,,
2023,9,8,44.0,1300018,7,,
2023,9,9,0.2,1300018,7,,
2023,9,10,8.3,1300018,7,,
2023,9,11,0.0,1300018,7,,
2023,9,12,90.4,1300018,7,,
2023,9,13,10.5,1300018,7,,
2023,9,14,0.0,1300018,7,,
2023,9,15,11.0,1300018,7,,
2023,9,16,12.0,1300018,7,,
2023,9,17,0.0,1300018,7,,
2023,9,18,0.0,1300018,7,,
2023,9,19,12.0,1300018,7,,
2023,9,20,0.0,1300018,7,,
2023,9,21,40.0,1300018,7,,
2023,9,22,0.0,1300018,7,,
2023,9,23,0.0,1300018,7,,
2023,9,24,0.0,1300018,7,,
2023,9,25,23.0,1300018,7,,
2023,9,26,0.0,1300018,7,,
2023,9,27,53.0,1300018,7,,
2023,9,28,5.1,1300018,7,,
2023,9,29,84.7,1300018,7,,
2023,9,30,0.0,1300018,7,,
